learning_rate,weight_decay,lambda_l1,n_epochs,n_layers,margin,test_size,feature,avg_weight
0.001,1e-08,0.2,100,1,0.3,0.25,bmi,0.0327612981200218
0.001,1e-08,0.2,100,1,0.3,0.25,grade_histological_differentiation,0.0309183746576309
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Colorectal,0.0301259420812129
0.001,1e-08,0.2,100,1,0.3,0.25,performance_status,0.0298896245658397
0.001,1e-08,0.2,100,1,0.3,0.25,diabetes_mellitus,0.0290123187005519
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Active smoker,0.0287323966622352
0.001,1e-08,0.2,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.028162257745862
0.001,1e-08,0.2,100,1,0.3,0.25,rs4524_n_risk_alleles,0.0277921371161937
0.001,1e-08,0.2,100,1,0.3,0.25,venous_insufficiency,0.0277540944516658
0.001,1e-08,0.2,100,1,0.3,0.25,dyslipidemia,0.027465496212244
0.001,1e-08,0.2,100,1,0.3,0.25,tumor_surgically_removed,0.0272685252130031
0.001,1e-08,0.2,100,1,0.3,0.25,copd,0.0272606015205383
0.001,1e-08,0.2,100,1,0.3,0.25,catheter_device,0.0270830448716878
0.001,1e-08,0.2,100,1,0.3,0.25,pTNM_stage,0.0268051326274871
0.001,1e-08,0.2,100,1,0.3,0.25,previous_ate,0.0265972949564456
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_NSCLC,0.0261292345821857
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Never has smoked,0.0259716771543025
0.001,1e-08,0.2,100,1,0.3,0.25,rs6003_n_risk_alleles,0.0254302211105823
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Bile duct,0.0252916887402534
0.001,1e-08,0.2,100,1,0.3,0.25,age_cancer_dx,0.0248068198561668
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Former smoker,0.024410942569375
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Pancreatic,0.0232234336435794
0.001,1e-08,0.2,100,1,0.3,0.25,rs5110_n_risk_alleles,0.0221000760793685
0.001,1e-08,0.2,100,1,0.3,0.25,rs5985_n_risk_alleles,0.0219511725008487
0.001,1e-08,0.2,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.0216089747846126
0.001,1e-08,0.2,100,1,0.3,0.25,arterial_hypertension,0.0214588418602943
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Gastric,0.0208229329437017
0.001,1e-08,0.2,100,1,0.3,0.25,family_background_vte,0.0188572481274604
0.001,1e-08,0.2,100,1,0.3,0.25,renal_insufficiency,0.0174596011638641
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Oesophageal,0.0159399323165416
0.001,1e-08,0.2,100,1,0.3,0.25,rs268_n_risk_alleles,0.0157046057283878
0.001,1e-08,0.2,100,1,0.3,0.25,rs6025_n_risk_alleles,0.0147881042212247
0.001,1e-08,0.2,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0143733853474259
0.001,1e-08,0.2,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.0142889898270368
0.001,1e-08,0.2,100,1,0.3,0.25,previous_vte,0.0141776306554675
0.001,1e-08,0.2,100,1,0.3,0.25,hormone_therapy,0.0076256874017417
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Brain,0.0052843736484646
0.001,1e-08,0.2,100,1,0.3,0.25,bmi,0.0313302762806415
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Bile duct,0.0312561132013797
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Oesophageal,0.0297177545726299
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Never has smoked,0.0296419858932495
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Colorectal,0.0291616171598434
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Active smoker,0.0290906559675931
0.001,1e-08,0.2,100,1,0.3,0.25,age_cancer_dx,0.028869841247797
0.001,1e-08,0.2,100,1,0.3,0.25,pTNM_stage,0.0279492624104022
0.001,1e-08,0.2,100,1,0.3,0.25,tumor_surgically_removed,0.0275682136416435
0.001,1e-08,0.2,100,1,0.3,0.25,sex,0.0271361209452152
0.001,1e-08,0.2,100,1,0.3,0.25,performance_status,0.0271202269941568
0.001,1e-08,0.2,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.0259643942117691
0.001,1e-08,0.2,100,1,0.3,0.25,arterial_hypertension,0.0259525701403617
0.001,1e-08,0.2,100,1,0.3,0.25,family_background_vte,0.0254333317279815
0.001,1e-08,0.2,100,1,0.3,0.25,rs169713_n_risk_alleles,0.0247795768082141
0.001,1e-08,0.2,100,1,0.3,0.25,diabetes_mellitus,0.0242619067430496
0.001,1e-08,0.2,100,1,0.3,0.25,previous_ate,0.0239592790603637
0.001,1e-08,0.2,100,1,0.3,0.25,rs4524_n_risk_alleles,0.0235247295349836
0.001,1e-08,0.2,100,1,0.3,0.25,copd,0.0233697015792131
0.001,1e-08,0.2,100,1,0.3,0.25,grade_histological_differentiation,0.0230715386569499
0.001,1e-08,0.2,100,1,0.3,0.25,rs6003_n_risk_alleles,0.0230443477630615
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_NSCLC,0.0227678269147872
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Pancreatic,0.022682286798954
0.001,1e-08,0.2,100,1,0.3,0.25,rs5110_n_risk_alleles,0.0223866254091262
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Gastric,0.0223608985543251
0.001,1e-08,0.2,100,1,0.3,0.25,venous_insufficiency,0.0222928691655397
0.001,1e-08,0.2,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.0210298243910074
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Former smoker,0.0208951253443956
0.001,1e-08,0.2,100,1,0.3,0.25,rs5985_n_risk_alleles,0.0202818401157856
0.001,1e-08,0.2,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.0198819153010845
0.001,1e-08,0.2,100,1,0.3,0.25,dyslipidemia,0.0181525629013776
0.001,1e-08,0.2,100,1,0.3,0.25,catheter_device,0.0180160943418741
0.001,1e-08,0.2,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0179706923663616
0.001,1e-08,0.2,100,1,0.3,0.25,rs6025_n_risk_alleles,0.0149461384862661
0.001,1e-08,0.2,100,1,0.3,0.25,renal_insufficiency,0.012830264866352
0.001,1e-08,0.2,100,1,0.3,0.25,rs268_n_risk_alleles,0.0124330297112464
0.001,1e-08,0.2,100,1,0.3,0.25,previous_vte,0.0108758248388767
0.001,1e-08,0.2,100,1,0.3,0.25,hormone_therapy,0.0099446047097444
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Brain,0.0019308060873299
0.001,1e-08,0.2,100,1,0.3,0.25,tumor_surgically_removed,0.0357330255210399
0.001,1e-08,0.2,100,1,0.3,0.25,sex,0.0353852994740009
0.001,1e-08,0.2,100,1,0.3,0.25,rs5985_n_risk_alleles,0.0311724692583084
0.001,1e-08,0.2,100,1,0.3,0.25,catheter_device,0.0304202865809202
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Active smoker,0.0302334390580654
0.001,1e-08,0.2,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.0297627039253711
0.001,1e-08,0.2,100,1,0.3,0.25,performance_status,0.0291455350816249
0.001,1e-08,0.2,100,1,0.3,0.25,rs4524_n_risk_alleles,0.0290789641439914
0.001,1e-08,0.2,100,1,0.3,0.25,previous_ate,0.0286689270287752
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Colorectal,0.028286637738347
0.001,1e-08,0.2,100,1,0.3,0.25,rs6003_n_risk_alleles,0.028012104332447
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Oesophageal,0.0279228650033473
0.001,1e-08,0.2,100,1,0.3,0.25,arterial_hypertension,0.0274868067353963
0.001,1e-08,0.2,100,1,0.3,0.25,bmi,0.0273268111050128
0.001,1e-08,0.2,100,1,0.3,0.25,pTNM_stage,0.0273133777081966
0.001,1e-08,0.2,100,1,0.3,0.25,grade_histological_differentiation,0.0272300615906715
0.001,1e-08,0.2,100,1,0.3,0.25,rs5110_n_risk_alleles,0.0272034108638763
0.001,1e-08,0.2,100,1,0.3,0.25,rs169713_n_risk_alleles,0.0271844398230314
0.001,1e-08,0.2,100,1,0.3,0.25,diabetes_mellitus,0.0268707294017076
0.001,1e-08,0.2,100,1,0.3,0.25,copd,0.026780093088746
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Pancreatic,0.0267358440905809
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Bile duct,0.0263446252793073
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Never has smoked,0.0259167402982711
0.001,1e-08,0.2,100,1,0.3,0.25,venous_insufficiency,0.0256237126886844
0.001,1e-08,0.2,100,1,0.3,0.25,age_cancer_dx,0.02523791231215
0.001,1e-08,0.2,100,1,0.3,0.25,family_background_vte,0.0243910141289234
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Former smoker,0.0233501829206943
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Gastric,0.023259388282895
0.001,1e-08,0.2,100,1,0.3,0.25,rs6025_n_risk_alleles,0.0202760733664035
0.001,1e-08,0.2,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.0199247691780328
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_NSCLC,0.0182567965239286
0.001,1e-08,0.2,100,1,0.3,0.25,hormone_therapy,0.0178092624992132
0.001,1e-08,0.2,100,1,0.3,0.25,renal_insufficiency,0.0176489073783159
0.001,1e-08,0.2,100,1,0.3,0.25,dyslipidemia,0.0174112860113382
0.001,1e-08,0.2,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.0137024307623505
0.001,1e-08,0.2,100,1,0.3,0.25,previous_vte,0.0126476939767599
0.001,1e-08,0.2,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0117230471223592
0.001,1e-08,0.2,100,1,0.3,0.25,rs268_n_risk_alleles,0.0090163052082061
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Brain,0.0026208928320556
0.001,1e-08,0.2,100,1,0.3,0.25,sex,0.0392436794936656
0.001,1e-08,0.2,100,1,0.3,0.25,grade_histological_differentiation,0.0345387458801269
0.001,1e-08,0.2,100,1,0.3,0.25,arterial_hypertension,0.0310029033571481
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Former smoker,0.0305232740938663
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Gastric,0.0295593813061714
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Bile duct,0.028449872508645
0.001,1e-08,0.2,100,1,0.3,0.25,performance_status,0.0277894809842109
0.001,1e-08,0.2,100,1,0.3,0.25,previous_ate,0.0274815820157527
0.001,1e-08,0.2,100,1,0.3,0.25,bmi,0.0274441689252853
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Pancreatic,0.0271810628473758
0.001,1e-08,0.2,100,1,0.3,0.25,age_cancer_dx,0.0271287225186824
0.001,1e-08,0.2,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.0270687751471996
0.001,1e-08,0.2,100,1,0.3,0.25,copd,0.0268398188054561
0.001,1e-08,0.2,100,1,0.3,0.25,pTNM_stage,0.0264154095202684
0.001,1e-08,0.2,100,1,0.3,0.25,venous_insufficiency,0.0261759050190448
0.001,1e-08,0.2,100,1,0.3,0.25,catheter_device,0.0257791019976139
0.001,1e-08,0.2,100,1,0.3,0.25,tumor_surgically_removed,0.0255418345332145
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Active smoker,0.0254448018968105
0.001,1e-08,0.2,100,1,0.3,0.25,rs5110_n_risk_alleles,0.0252672526985406
0.001,1e-08,0.2,100,1,0.3,0.25,rs5985_n_risk_alleles,0.0242485180497169
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Colorectal,0.0235989820212125
0.001,1e-08,0.2,100,1,0.3,0.25,family_background_vte,0.0231567677110433
0.001,1e-08,0.2,100,1,0.3,0.25,rs4524_n_risk_alleles,0.0230948310345411
0.001,1e-08,0.2,100,1,0.3,0.25,dyslipidemia,0.0226161442697048
0.001,1e-08,0.2,100,1,0.3,0.25,diabetes_mellitus,0.0221917927265167
0.001,1e-08,0.2,100,1,0.3,0.25,rs268_n_risk_alleles,0.0213426407426595
0.001,1e-08,0.2,100,1,0.3,0.25,rs169713_n_risk_alleles,0.0211715772747993
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Oesophageal,0.0200545210391283
0.001,1e-08,0.2,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.0198965445160865
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Never has smoked,0.0198132582008838
0.001,1e-08,0.2,100,1,0.3,0.25,renal_insufficiency,0.0186614077538251
0.001,1e-08,0.2,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.0185446869581937
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_NSCLC,0.0182299353182315
0.001,1e-08,0.2,100,1,0.3,0.25,rs6025_n_risk_alleles,0.0164760090410709
0.001,1e-08,0.2,100,1,0.3,0.25,rs6003_n_risk_alleles,0.0163192730396986
0.001,1e-08,0.2,100,1,0.3,0.25,previous_vte,0.0151726510375738
0.001,1e-08,0.2,100,1,0.3,0.25,hormone_therapy,0.0118681229650974
0.001,1e-08,0.2,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0091024367138743
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Brain,0.0069958777166903
0.001,1e-08,0.05,100,1,0.3,0.25,performance_status,0.2024266570806503
0.001,1e-08,0.05,100,1,0.3,0.25,pTNM_stage,0.2008953839540481
0.001,1e-08,0.05,100,1,0.3,0.25,sex,0.2005268484354019
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Colorectal,0.1941177099943161
0.001,1e-08,0.05,100,1,0.3,0.25,grade_histological_differentiation,0.1915531754493713
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Pancreatic,0.1875710040330886
0.001,1e-08,0.05,100,1,0.3,0.25,rs169713_n_risk_alleles,0.1792457997798919
0.001,1e-08,0.05,100,1,0.3,0.25,previous_ate,0.1765087097883224
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Never has smoked,0.1726065576076507
0.001,1e-08,0.05,100,1,0.3,0.25,tumor_surgically_removed,0.1706638783216476
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Active smoker,0.1696721017360687
0.001,1e-08,0.05,100,1,0.3,0.25,catheter_device,0.1664712876081466
0.001,1e-08,0.05,100,1,0.3,0.25,copd,0.165688008069992
0.001,1e-08,0.05,100,1,0.3,0.25,family_background_vte,0.1654244661331176
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Gastric,0.1653391122817993
0.001,1e-08,0.05,100,1,0.3,0.25,rs5110_n_risk_alleles,0.1615054458379745
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Former smoker,0.1603860259056091
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_NSCLC,0.1593902260065078
0.001,1e-08,0.05,100,1,0.3,0.25,age_cancer_dx,0.1577545255422592
0.001,1e-08,0.05,100,1,0.3,0.25,rs6003_n_risk_alleles,0.1570237576961517
0.001,1e-08,0.05,100,1,0.3,0.25,bmi,0.1569467186927795
0.001,1e-08,0.05,100,1,0.3,0.25,venous_insufficiency,0.1556832790374755
0.001,1e-08,0.05,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.155265063047409
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Bile duct,0.1510896831750869
0.001,1e-08,0.05,100,1,0.3,0.25,dyslipidemia,0.150742307305336
0.001,1e-08,0.05,100,1,0.3,0.25,arterial_hypertension,0.1494998037815094
0.001,1e-08,0.05,100,1,0.3,0.25,rs4524_n_risk_alleles,0.1485632210969925
0.001,1e-08,0.05,100,1,0.3,0.25,diabetes_mellitus,0.1485271155834198
0.001,1e-08,0.05,100,1,0.3,0.25,rs5985_n_risk_alleles,0.1454502344131469
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Oesophageal,0.1352153271436691
0.001,1e-08,0.05,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.1338008046150207
0.001,1e-08,0.05,100,1,0.3,0.25,renal_insufficiency,0.1258890181779861
0.001,1e-08,0.05,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.1161073148250579
0.001,1e-08,0.05,100,1,0.3,0.25,rs268_n_risk_alleles,0.1116615384817123
0.001,1e-08,0.05,100,1,0.3,0.25,rs6025_n_risk_alleles,0.1054189354181289
0.001,1e-08,0.05,100,1,0.3,0.25,hormone_therapy,0.0917131379246711
0.001,1e-08,0.05,100,1,0.3,0.25,previous_vte,0.0895975902676582
0.001,1e-08,0.05,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0876613408327102
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Brain,0.0455720871686935
0.001,1e-08,0.05,100,1,0.3,0.25,sex,0.1967491954565048
0.001,1e-08,0.05,100,1,0.3,0.25,tumor_surgically_removed,0.190757542848587
0.001,1e-08,0.05,100,1,0.3,0.25,performance_status,0.1897287964820861
0.001,1e-08,0.05,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.180130198597908
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Pancreatic,0.1769338548183441
0.001,1e-08,0.05,100,1,0.3,0.25,bmi,0.1743455529212951
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Bile duct,0.1737454831600189
0.001,1e-08,0.05,100,1,0.3,0.25,grade_histological_differentiation,0.1736106425523758
0.001,1e-08,0.05,100,1,0.3,0.25,rs169713_n_risk_alleles,0.1716124564409256
0.001,1e-08,0.05,100,1,0.3,0.25,venous_insufficiency,0.1700745522975921
0.001,1e-08,0.05,100,1,0.3,0.25,age_cancer_dx,0.1691597551107406
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Former smoker,0.1670860648155212
0.001,1e-08,0.05,100,1,0.3,0.25,rs6003_n_risk_alleles,0.1642248034477234
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Colorectal,0.1640374958515167
0.001,1e-08,0.05,100,1,0.3,0.25,pTNM_stage,0.1634033769369125
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Never has smoked,0.1631200015544891
0.001,1e-08,0.05,100,1,0.3,0.25,rs5110_n_risk_alleles,0.1597481817007064
0.001,1e-08,0.05,100,1,0.3,0.25,diabetes_mellitus,0.1582908630371093
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Active smoker,0.1580779999494552
0.001,1e-08,0.05,100,1,0.3,0.25,family_background_vte,0.1550677269697189
0.001,1e-08,0.05,100,1,0.3,0.25,catheter_device,0.1521556228399276
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Oesophageal,0.1512563824653625
0.001,1e-08,0.05,100,1,0.3,0.25,dyslipidemia,0.1509624719619751
0.001,1e-08,0.05,100,1,0.3,0.25,rs5985_n_risk_alleles,0.1509009897708892
0.001,1e-08,0.05,100,1,0.3,0.25,previous_ate,0.1507105231285095
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_NSCLC,0.1486985236406326
0.001,1e-08,0.05,100,1,0.3,0.25,arterial_hypertension,0.1473376154899597
0.001,1e-08,0.05,100,1,0.3,0.25,copd,0.1470668315887451
0.001,1e-08,0.05,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.1393785178661346
0.001,1e-08,0.05,100,1,0.3,0.25,rs6025_n_risk_alleles,0.1367826759815216
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Gastric,0.136465847492218
0.001,1e-08,0.05,100,1,0.3,0.25,rs4524_n_risk_alleles,0.1340269297361374
0.001,1e-08,0.05,100,1,0.3,0.25,renal_insufficiency,0.131606712937355
0.001,1e-08,0.05,100,1,0.3,0.25,hormone_therapy,0.1080329194664955
0.001,1e-08,0.05,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.1074311584234237
0.001,1e-08,0.05,100,1,0.3,0.25,rs268_n_risk_alleles,0.1055048704147338
0.001,1e-08,0.05,100,1,0.3,0.25,previous_vte,0.0986627042293548
0.001,1e-08,0.05,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0862873941659927
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Brain,0.0586671754717826
0.001,1e-08,0.05,100,1,0.3,0.25,sex,0.2090586274862289
0.001,1e-08,0.05,100,1,0.3,0.25,performance_status,0.1964014172554016
0.001,1e-08,0.05,100,1,0.3,0.25,pTNM_stage,0.1915754675865173
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Never has smoked,0.1820620596408844
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Active smoker,0.1735221892595291
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Pancreatic,0.1710302829742431
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Colorectal,0.1705320924520492
0.001,1e-08,0.05,100,1,0.3,0.25,diabetes_mellitus,0.1626153886318206
0.001,1e-08,0.05,100,1,0.3,0.25,previous_ate,0.1624699831008911
0.001,1e-08,0.05,100,1,0.3,0.25,catheter_device,0.162302553653717
0.001,1e-08,0.05,100,1,0.3,0.25,age_cancer_dx,0.1621309071779251
0.001,1e-08,0.05,100,1,0.3,0.25,rs169713_n_risk_alleles,0.1607865244150161
0.001,1e-08,0.05,100,1,0.3,0.25,grade_histological_differentiation,0.1607154011726379
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Bile duct,0.1583702564239502
0.001,1e-08,0.05,100,1,0.3,0.25,bmi,0.1582376211881637
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_NSCLC,0.1515418291091919
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Gastric,0.151263490319252
0.001,1e-08,0.05,100,1,0.3,0.25,dyslipidemia,0.1511642336845398
0.001,1e-08,0.05,100,1,0.3,0.25,arterial_hypertension,0.1494859904050827
0.001,1e-08,0.05,100,1,0.3,0.25,family_background_vte,0.14899443089962
0.001,1e-08,0.05,100,1,0.3,0.25,copd,0.148892343044281
0.001,1e-08,0.05,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.1471844017505645
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Oesophageal,0.1455962210893631
0.001,1e-08,0.05,100,1,0.3,0.25,rs5110_n_risk_alleles,0.144723892211914
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Former smoker,0.1443451046943664
0.001,1e-08,0.05,100,1,0.3,0.25,tumor_surgically_removed,0.1413215547800064
0.001,1e-08,0.05,100,1,0.3,0.25,rs6025_n_risk_alleles,0.1376054584980011
0.001,1e-08,0.05,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.1336178034543991
0.001,1e-08,0.05,100,1,0.3,0.25,rs5985_n_risk_alleles,0.1303569823503494
0.001,1e-08,0.05,100,1,0.3,0.25,venous_insufficiency,0.1290642470121383
0.001,1e-08,0.05,100,1,0.3,0.25,renal_insufficiency,0.1283251792192459
0.001,1e-08,0.05,100,1,0.3,0.25,hormone_therapy,0.124268814921379
0.001,1e-08,0.05,100,1,0.3,0.25,rs4524_n_risk_alleles,0.1210273504257202
0.001,1e-08,0.05,100,1,0.3,0.25,rs6003_n_risk_alleles,0.1205440759658813
0.001,1e-08,0.05,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.1180852726101875
0.001,1e-08,0.05,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.1143636777997016
0.001,1e-08,0.05,100,1,0.3,0.25,rs268_n_risk_alleles,0.0985933691263198
0.001,1e-08,0.05,100,1,0.3,0.25,previous_vte,0.0939110144972801
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Brain,0.0866888165473938
0.001,1e-08,0.05,100,1,0.3,0.25,pTNM_stage,0.1881684809923172
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Colorectal,0.1837018877267837
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Gastric,0.1822382509708404
0.001,1e-08,0.05,100,1,0.3,0.25,arterial_hypertension,0.173090249300003
0.001,1e-08,0.05,100,1,0.3,0.25,performance_status,0.1708697825670242
0.001,1e-08,0.05,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.1698108166456222
0.001,1e-08,0.05,100,1,0.3,0.25,previous_ate,0.1694910824298858
0.001,1e-08,0.05,100,1,0.3,0.25,rs169713_n_risk_alleles,0.1684777736663818
0.001,1e-08,0.05,100,1,0.3,0.25,rs6003_n_risk_alleles,0.168084517121315
0.001,1e-08,0.05,100,1,0.3,0.25,rs5110_n_risk_alleles,0.1674758940935135
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_NSCLC,0.1672585606575012
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Pancreatic,0.1669343113899231
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Former smoker,0.1667265892028808
0.001,1e-08,0.05,100,1,0.3,0.25,sex,0.1658169776201248
0.001,1e-08,0.05,100,1,0.3,0.25,bmi,0.1637836992740631
0.001,1e-08,0.05,100,1,0.3,0.25,tumor_surgically_removed,0.162721574306488
0.001,1e-08,0.05,100,1,0.3,0.25,catheter_device,0.1618265807628631
0.001,1e-08,0.05,100,1,0.3,0.25,venous_insufficiency,0.159783273935318
0.001,1e-08,0.05,100,1,0.3,0.25,grade_histological_differentiation,0.1565215140581131
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Never has smoked,0.155659481883049
0.001,1e-08,0.05,100,1,0.3,0.25,age_cancer_dx,0.1553508341312408
0.001,1e-08,0.05,100,1,0.3,0.25,family_background_vte,0.1540308445692062
0.001,1e-08,0.05,100,1,0.3,0.25,rs4524_n_risk_alleles,0.1525253504514694
0.001,1e-08,0.05,100,1,0.3,0.25,diabetes_mellitus,0.1514271050691604
0.001,1e-08,0.05,100,1,0.3,0.25,copd,0.1514239311218261
0.001,1e-08,0.05,100,1,0.3,0.25,dyslipidemia,0.1513031721115112
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Active smoker,0.1489147394895553
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Bile duct,0.1465874016284942
0.001,1e-08,0.05,100,1,0.3,0.25,rs6025_n_risk_alleles,0.1439887881278991
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Oesophageal,0.1418729424476623
0.001,1e-08,0.05,100,1,0.3,0.25,rs5985_n_risk_alleles,0.137632355093956
0.001,1e-08,0.05,100,1,0.3,0.25,renal_insufficiency,0.1285912990570068
0.001,1e-08,0.05,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.1219525560736656
0.001,1e-08,0.05,100,1,0.3,0.25,rs268_n_risk_alleles,0.1160605326294899
0.001,1e-08,0.05,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.1158664673566818
0.001,1e-08,0.05,100,1,0.3,0.25,previous_vte,0.1142233982682228
0.001,1e-08,0.05,100,1,0.3,0.25,hormone_therapy,0.088004395365715
0.001,1e-08,0.05,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0840713083744049
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Brain,0.0746979713439941
0.001,1e-08,0.05,100,1,0.3,0.25,sex,0.2026105970144271
0.001,1e-08,0.05,100,1,0.3,0.25,pTNM_stage,0.1984829753637313
